kivjautik	ki+(vja)+uti+k
qigliriaqtuq	qi+(gliri)+a+qtuq
ukiunga	ukiung+(a)
upalungaiyadjavutit	up+a+lu+ng+(aiyadjav)+uti+t
inmikkut	in+mikk+(ut)
nipiliun	n+ip+(ili)+un
hivulliutiyukhanutaullapkiatjutit	hivul+li+(uti)+yukh+anut+aullapki+at+jut+it
help	(help)
ukkuaq	(ukku)+aq
itkiq	i+(tki)+q
atirluaqtuq	at+(irlu)+a+qtuq
piqpagijaa	pi+(qpa)+gijaa
aulatjutititgut	aula+t+j+ut+(ititg)+ut
angulalik	ang+u+(la)+lik
ikkikhan	ikk+(ikha)+n
malruuk	malru+(u)+k
minista	mi+ni+(sta)
harnum	ha+(rnum)
hunauvva	hu+na+(uvva)
uniaqti	un+(i)+a+qti
aitugianganik	a+i+tu+(gianga)+nik
hilviaq	hi+(lvi)+aq
akirarijaa	aki+ra+(r)+i+jaa
piniqqak	pi+(ni)+q+q+ak
ihumagij	i+hum+(a)+gij
tiuqtiuqtuq	ti+(uqti)+u+qtuq
humunngauliqqin	hum+unng+(auliqq)+in
tatpikani	tat+(pik)+ani
ajakutaaq	a+(jakutaa)+q
ungullaut	ungul+l+(a)+ut
ilauyullu	il+au+(yu)+llu
hamna	(ha)+mna
kingiktum	kingik+tu+(m)
nappaqtirnikkullu	na+pp+aqt+(ir)+nik+kul+lu
paanariplugit	pa+(anar)+iplu+git
qangiaq	qa+(ngia)+q
kakkiijaun	ka+(kkiija)+un
kennethlu	(kennethlu)
ikpingnarniq	ik+pi+(ngna)+r+niq
taaksiyaungittuq	ta+ak+si+(yau)+ng+ittuq
iqqakuurut	iqqaku+u+(r)+ut
aiktaqtuq	a+(i)+kta+qtuq
amigaqhuutiqaqqan	amig+aq+hu+(utiqaq)+qa+n
unnukpat	(unnu)+kp+at
qaqhauq	qa+(qha)+uq
umiarmi	(umi)+armi
maligaliqiryuarvingmi	mal+ig+aliq+(iryua)+rvi+ngmi
havakhimaanginaqtun	hav+ak+(himaangin)+aqtun
akulliqut	(akulliq)+ut
iqitaa	iq+(i)+taa
kivgaq	kiv+(g)+aq
navvannguqtuq	na+v+(vanng)+u+qtuq
uvamnik	uva+(m)+nik
niujjivik	ni+(ujj)+iv+ik
igluqpaitigut	igluqpa+(itig)+ut
amigaikyumiyangini	amig+a+(ikyumiy)+angi+ni
annaktuiyuliqiyutlu	annaktui+(yuliq)+iyut+lu
kangiqhimanngittuq	kang+iqhi+(ma)+nng+ittuq
muqpak	(muqpa)+k
pulgiq	pu+(lgi)+q
ipulvik	ip+(u)+lvik
pihimayunik	(pi)+hima+yu+nik
ehaloak	(ehaloa)+k
maamaut	(maama)+ut
ajuiqharvikhait	aju+(iqhar)+vi+kha+it
uanmun	u+(an)+m+un
havaktiqaqtut	hav+akt+(iq)+aqtu+t
tuquttuk	t+uq+ut+(tu)+k
ihumangnik	i+hum+(a)+ng+nik
pingujaa	pi+(ngu)+jaa
tivjaqtaqtuq	t+ivj+(aqta)+qtuq
ihumaliurutinga	i+hu+(maliur)+uti+nga
ijjuaqhijuq	ijju+(aqhi)+j+uq
akiraq	aki+ra+(q)
piannarviillu	pi+anna+(rvi)+il+lu
haumik	ha+(u)+mik
tiriajaaq	tiri+(aja)+aq
ayuittiarutikharnik	ayu+it+ti+a+(r)+utikh+ar+nik
iqaluqarvik	iq+a+lu+(qarvi)+k
aullaqtinnanga	a+ull+aq+(tinna)+nga
titiqqanik	titiq+(qa)+nik
tunigiami	tu+ni+(gi)+a+mi
haunittiariik	haunitti+(ariik)
aullapkaidjutingnikhavagviat	a+ulla+pka+(idjut)+ingn+ikhava+gv+i+at
aingittuq	a+(i)+ng+ittuq
inuinangnik	inu+i+(na)+ng+nik
qinngaqtuq	qi+(nng)+a+qtuq
kaasiliiqtuqtunik	ka+(asilii)+qtuq+tu+nik
nanminikharnik	na+nmin+(i)+khar+nik
hinmiutaq	hi+n+(mi)+ut+aq
iqalliqijut	iq+al+(liqi)+jut
quanaqpiaqqutit	quana+qpi+(aqq)+uti+t
maniliqiyiryuakkut	man+ili+q+(iyi)+ryua+kkut
tammariikkutimik	ta+(mmari)+ikkut+i+mik
hakhaluutit	ha+(khalu)+uti+t
ipiiqtuq	i+(pi)+i+qtuq
ivgut	i+(vg)+ut
haqiktuq	ha+(qi)+kt+uq
qattiniq	qa+(tti)+niq
umiaq	u+(mi)+aq
unaguiqhiqtuq	(unaguiqh)+i+qtuq
unalu	(una)+lu
aannuraangiqtuq	a+an+n+(uraang)+i+qtuq
ipiktuq	i+(pi)+kt+uq
huuq	(huu)+q
kuvijuq	ku+(vi)+j+uq
ningaqtut	ni+(ng)+aqtu+t
ivjaquti	ivj+(aq)+uti
pitjutikkut	pi+(tj)+ut+ikkut
tigumiaqtaa	(tigumia)+qtaa
qayangnairutikharnik	qa+(yangnai)+r+utikh+ar+nik
quagjuk	qu+(agju)+k
paun’raq	pa+u+(n’ra)+q
akhuninguraangat	akhun+i+ng+(uraang)+at
niuvirvik	ni+uv+i+(rvi)+k
havangnata	hav+ang+(na)+ta
pilaun	pi+(la)+un
hukatiruti	hu+ka+(tir)+uti
taqturun	taq+tur+(un)
uqautjiyiinilu	(uqautjiy)+iini+lu
angunnait	ang+u+(nna)+it
auladjutikharnik	aula+dj+ut+(i)+khar+nik
kanivaun	ka+(niva)+un
avguijuq	a+(vgu)+i+j+uq
havakviitanut	hav+ak+(viit)+anut
iqalungni	iq+a+lu+(ngni)
aqilummaaq	aqil+(ummaa)+q
nutaqqijuq	n+uta+(qq)+i+j+uq
kalluk	ka+(ll)+uk
akikhilakhugit	aki+kh+il+(ak)+hu+git
nukaun’nguq	nu+(kaun’ng)+uq
pinahuarutinik	pi+nahu+ar+u+(ti)+nik
tungullaktuq	tu+n+(gulla)+kt+uq
taanngaq	ta+(anng)+aq
iqairhainikkullu	iq+(airhai)+nik+kul+lu
aluuti	a+lu+(uti)
hitamat	(hitama)+t
aqilluqqaq	aqil+lu+(qq)+aq
hangiaktuq	ha+(ngia)+kt+uq
aajjikiiktuk	a+a+(jjik)+i+iktuk
ingniq	(i)+ng+niq
ilitturipkaitjutinik	ili+t+turip+ka+(itjut)+i+nik
ininiktaa	ini+(ni)+kt+a+a
munarigiami	mu+na+(rigi)+a+mi
niliqtuq	(ni)+li+qtuq
tuqutaa	t+uq+ut+(aa)
amigaqhuutiliqiyut	amig+aq+hu+(uti)+liq+iyut
atanikittuq	at+a+(ni)+k+ittuq
tahittaaqtuq	ta+h+(itta)+a+qtuq
piannaqatigijaa	pi+anna+(qatigi)+jaa
uluriahuktuq	uluri+a+(hu)+kt+uq
understand	under+(sta)+n+d
uujuq	u+(u)+j+uq
tunnuq	tu+n+(nu)+q
atani	a+t+an+(i)
algaijaqtuq	alg+(aija)+qtuq
ilakuq	i+la+(ku)+q
akiagut	aki+(ag)+ut
havaghaqhiuqtunun	hav+a+g+haq+hi+(uqtu)+n+un
aaktuq	a+(a)+kt+uq
havaktitiukharnik	hav+akt+(itiu)+khar+nik
nunallaat	nuna+(lla)+at
ajuqhavjaliqtuq	ajuq+ha+(vja)+li+qtuq
angatkuq	ang+a+(tku)+q
attik	a+(tti)+k
katitiqtauyukharnik	k+at+iti+(qtau)+yu+khar+nik
himmauhiktaa	h+imma+(uhi)+kt+a+a
ukaliq	uk+(ali)+q
qalingujuq	qa+li+ng+(u)+j+uq
aptunikittuq	aptu+ni+(ki)+tt+uq
hanayakhamingnik	ha+na+(yakha)+mi+ng+nik
hapun	ha+(p)+un
hainngiguhuktuq	hain+ngi+(guhu)+kt+uq
havakhimaaqpaktuq	hav+a+(khimaaqpa)+kt+uq
nakinpijat	na+(kinpij)+at
hiirnaqtuq	hi+(i)+rn+a+qtuq
hulijakhaq	huli+(ja)+khaq
ilaqatigiiktukharnik	i+la+(qatigi)+ik+tu+khar+nik
napariaq	na+(pari)+aq
anguniaqtuq	a+ng+un+i+(a)+qtuq
ubluanga	ub+lu+(a)+ng+a
hunamut	hu+na+(m)+ut
humin	hu+mi+(n)
talurjuaq	ta+lu+(rju)+aq
hiqquqtijjun	hiqquqti+jj+(un)
arvinik	a+(rvi)+nik
nutaangutqiyauyuniklu	n+uta+a+ng+(utqi)+ya+uyu+nik+lu
hikunngiqtuq	h+iku+(nng)+i+qtuq
tupiqtuq	tu+p+(i)+qtuq
ihivriuqtaa	ihivr+i+(u)+qtaa
qamauktuqtuq	qa+(maukt)+u+qtuq
tukiliurutighaannik	t+uk+(iliur)+uti+gha+an+nik
qujajuq	qu+(ja)+j+uq
gn	(g)+n
takummarikhijaa	taku+(mmari)+khi+jaa
iqaluktuutiarmi	iqa+luk+(tuuti)+armi
aippaagu	(aippaa)+gu
nirlirnaq	ni+(rli)+rnaq
aqpahijuq	aqpa+(hi)+j+uq
havagvikyuangit	hav+a+gv+(ikyua)+ngit
utarujaq	ut+(ar)+uja+q
uplaigami	u+pl+(a)+igami
iqaluktinnagu	iqa+luk+(tinna)+gu
kakkiktuq	ka+k+(ki)+kt+uq
katudjiqatigiit	ka+tudji+(qatigi)+it
takuhunngujatit	taku+(hunnguja)+tit
mis	mi+(s)
aulatti	aula+(tti)
kamngit	ka+(m)+ngit
hivvuqtaa	hivv+(u)+qtaa
naluujauti	na+lu+(uja)+uti
ngatut	ng+(a)+tut
qagarami	qa+g+(ar)+a+mi
ikpiarjuk	ikp+(i)+ar+ju+k
qalingahuktun	qa+li+ng+(ahukt)+un
naunaitkutaq	na+una+it+(k)+ut+aq
kangiqhimaittuq	kang+iqhi+(ma)+ittuq
havaagilu	hav+a+(agi)+lu
puja	pu+(ja)
agiraq	a+(gi)+raq
qinngarnaqtuq	qi+(nnga)+rn+a+qtuq
nipi	n+ip+(i)
atqunaqtuq	(atqun)+a+qtuq
nunguqhuqtuq	nu+(nguqhu)+qtuq
mirharnikkut	mi+(rhar)+nik+kut
puvvak	p+uv+(va)+k
kiguhiqqun	ki+guhi+(qq)+un
qarliik	qa+(rli)+ik
ijjuaqtaa	i+(jju)+a+qtaa
naunaiyagiikhimaplutiklu	naun+a+iya+(giikhima)+p+lutik+lu
inilradjutikhangit	ini+(lradj)+utikh+a+ngit
uuktaun	uuk+t+(a)+un
hukattuq	hu+ka+(ttu)+q
tupikhaq	tu+p+(i)+khaq
titiraqhimajun	ti+tiraq+hi+ma+(j)+un
tingittuq	ti+(ngi)+tt+uq
qakunngurmat	qa+ku+(nngu)+rma+t
nigaqtuqtuq	ni+g+(aqtu)+qtuq
minguliruqtuq	mingul+(ir)+u+qtuq
taiguqtuq	ta+(igu)+qtuq
hiitquq	hi+itqu+(q)
inutuqqaliqijillu	inu+tu+q+qa+(liq)+iji+llu
inuittuq	inu+(i)+tt+uq
kijuaqtuqtuq	ki+(ju)+aqtu+qtuq
niuviqtuq	ni+uv+i+(qtu)+q
kigulliuqtuq	ki+gu+(lli)+u+qtuq
quinaktuq	qu+(ina)+kt+uq
imiqtaqtiuyut	(imiqta)+qti+u+yut
aullaqtinnagik	a+ull+aq+(tinna)+gik
nangariyauyuq	nang+(ariya)+u+yuq
naunaitkutikhanik	na+una+it+(k)+utikh+a+nik
qijuktaqtuq	qi+(ju)+kta+qtuq
tatqamunga	tat+qa+(mu)+nga
inikhaqqukittuq	inikhaq+qu+(ki)+tt+uq
kapuutikhatikhamik	ka+pu+(utikha)+t+ikha+mik
kuapigaq	ku+a+pi+(ga)+q
atuqtaulihaarutauniarami	at+uqtau+(lihaar)+utauni+arami
aannuraanik	a+an+n+(ura)+a+nik
aulanirmi	au+(la)+nir+mi
iliharnikkut	ili+ha+(r)+nik+kut
maligait	mal+i+(ga)+it
ni	(ni)
tarraqtuqtuq	ta+(rr)+aqtu+qtuq
upalungaiyautin	u+pa+(lungaiya)+ut+in
aajikkiikniqatunik	a+aj+ik+kiik+niq+(a)+tu+nik
iqhiqpak	iq+hi+(qpa)+k
pinguatigaq	pi+(nguati)+gaq
ikilik	ik+(ili)+k
munaqtiinut	mu+na+(qti)+in+ut
majuqqaq	ma+j+u+(qq)+aq
ajagutaaq	aj+agu+(ta)+aq
kaivittuq	ka+(ivi)+tt+uq
kangiryuarmiut	ka+ngi+(ryua)+rmiut
gwen	(gwe)+n
hii	hi+(i)
ikangnini	ik+a+(ngni)+ni
kan’nguhuktuq	k+an’ng+u+(hu)+kt+uq
dew	(dew)
kayumiktukkut	k+ayu+mi+(ktu)+kkut
hainngihuktuq	hain+ngi+(hu)+kt+uq
ivguti	i+(vg)+uti
kumak	k+uma+(k)
nakitqaivit	na+(kit)+qai+vit
nirlivik	ni+(rli)+vi+k
qaritaq	qa+(rit)+aq
iki	ik+(i)
hivuniptingni	hivun+(i)+pting+ni
ihivriurhiniit	ihivr+i+(urhi)+ni+it
nevada	n+(evad)+a
tuqhuaq	tuq+hu+(a)+q
kikturiaq	ki+k+tu+ri+(a)+q
ajaniqtujuq	ajan+(iqtu)+j+uq
pamirraaqtuq	pa+mi+(rra)+a+qtuq
havakpakhimayainik	hav+a+(kpak)+hima+yai+nik
kipijaa	ki+(pi)+jaa
taluquaq	t+al+(uqu)+aq
kuvjaq	ku+vj+(a)+q
iqqaqtuq	i+(qqa)+qtuq
ikayuqhugillu	ik+ayu+(qhu)+gi+llu
mitqukittuq	mi+(tqu)+k+ittuq
ahinni	a+hi+(n)+ni
ihaqutaq	i+haq+(ut)+aq
ivjuhiliqtuq	ivj+u+(hi)+li+qtuq
maningnik	ma+ni+(ng)+nik
arviqtuq	a+(rvi)+qtuq
akiliqtitilimaittut	aki+(liqtiti)+lima+it+tut
uingaiqtaa	ui+nga+(i)+qtaa
uluaqtaa	u+lu+(a)+qtaa
ahiruqtuq	a+hi+(r)+u+qtuq
aulaqatigiinarlutin	aula+(qatigi)+in+ar+lutin
uluaqtuqtaa	u+lu+(a)+qtuq+taa
qanuriliurutikhallu	qa+nur+(iliur)+ut+ikha+llu
taphi	ta+(phi)
hulivit	huli+(vi)+t
algalaq	alg+(alaq)
inukhaliqaliqtinnagillu	inu+kh+aliq+aliq+(tinna)+gi+llu
tikiq	ti+(ki)+q
akulrutaaqtuq	ak+u+(lru)+taa+qtuq
havagvingnun	hav+a+gv+(ing)+n+un
hukhamun	hu+(kha)+m+un
iqalukhiurviliaqtut	iqa+luk+(hiurvili)+aqtu+t
haulluut	ha+(ullu)+ut
kimmirut	ki+(mmir)+ut
qunmun	qu+n+mu+(n)
atiit	a+(ti)+it
aliqak	aliq+(a)+k
ukunangat	u+ku+(nang)+at
ikijuq	(ik)+i+j+uq
munagivagait	munag+i+(vaga)+it
niujaujuq	ni+u+(ja)+u+juq
hanaqidjutikhangitlu	ha+n+aq+idjut+(ikha)+ngit+lu
tugangayut	tu+(ga)+nga+yut
kikiaktaa	ki+ki+(a)+kt+a+a
uulijuq	u+(uli)+j+uq
ngutillugu	nguti+(llugu)
nakiqtuq	na+(ki)+qtuq
nirjun	ni+(rju)+n
munagiyukharnik	munag+i+(yu)+khar+nik
havaqati	hav+a+(qa)+ti
aulagahuaqin	aula+(ga)+huaq+in
huukiaq	hu+(uki)+aq
uqaujaq	uq+au+(ja)+q
hunanik	hu+(na)+nik
annaktuq	a+(nna)+kt+uq
talva	ta+lv+(a)
algiqtuq	alg+(i)+qtuq
ini	i+(ni)
laisikhaitigut	lais+(ikha)+it+igut
havik	(havi)+k
makpiga	makp+(i)+ga
hatqummiqtaa	ha+tqu+mmi+(q)+taa
akkiutaq	a+(kki)+ut+aq
aqhaktuq	(aqha)+kt+uq
higguqquqtujuq	higg+uq+qu+(qtu)+j+uq
ikhivautaq	ik+hiv+(a)+ut+aq
kivgaqtungnirmun	kivgaq+tu+(ng)+ni+rmun
upalungaidqhimajut	up+a+lu+ng+(aidq)+hima+jut
angiglijuq	angi+(gli)+j+uq
niqailliuqhutik	ni+q+(ailliuq)+hu+tik
nakin pijat	(nakin pij)+at
qinmiriaktuq	qin+mi+(ria)+kt+uq
nunallanut	nuna+(lla)+nut
qunmuudjuti	qu+n+mu+(udj)+uti
titiraqhimattumi	ti+tiraq+hi+ma+(ttu)+mi
tingmiaqhiuqtuq	tingmi+(aqhi)+u+qtuq
ihuaqhijaa	i+hu+(aqhi)+jaa
aturutitinik	a+tur+(utit)+i+nik
nakuuhijut	nakuu+(hi)+jut
aqublingajuq	aq+ub+(li)+nga+juq
hivvuqtuqtuq	hivv+(uqtu)+qtuq
ublunuamik	ub+lu+(nua)+mik
ikayuutikharniklu	ik+a+(yu)+utikh+ar+nik+lu
kipihimajuq	ki+(pi)+hi+majuq
ivgit	i+(vg)+it
iliarjuk	i+(li)+ar+ju+k
akuqtujuq	ak+u+(qtu)+j+uq
pinahuarutimit	pi+nahu+ar+u+(ti)+mit
mahik	ma+(hi)+k
ukujuq	u+(ku)+j+uq
taijaa	ta+(i)+jaa
ihuigiyaqaqtut	i+hu+(igiyaq)+aqtu+t
hanaqidjutikhangit	ha+n+aq+idjut+(ikha)+ngit
putuligaq	pu+tu+(li)+gaq
naunaiqtauhungujut	naun+ai+(qtauhung)+u+jut
takulugu	ta+(ku)+lu+gu
takuvakkaluaqhutik	taku+(vakkaluaq)+hu+tik
maligutainni	mal+i+(g)+utain+ni
nunaqaqhimajuq	nuna+(qaq)+hi+majuq
uvuuna	uv+(uuna)
uuktaut	uuk+t+(a)+ut
avikturniinni	av+ikt+u+(rni)+in+ni
namiitunga	(namiitu)+ng+a
akiliktakhainut	ak+ili+(ktakha)+in+ut
alappaa	a+(lappaa)
kuutiruq	ku+(uti)+r+uq
aluktuqtaa	a+lu+(ktu)+qtaa
iluviq	ilu+v+(i)+q
angajukhiqun	ang+aju+(khi)+q+un
apqutaiqtuq	apq+ut+(a)+i+qtuq
ikkiti	ik+(k)+i+ti
atauttimuktait	a+ta+utti+(muk)+t+a+it
atuqquyiyut	atuq+qu+(y)+iyut
pihujjarluktuq	pi+hu+(jjarlu)+kt+uq
ajurnaqtuq	a+(ju)+rn+a+qtuq
takiunniin	t+ak+(i)+unni+in
umialik	u+mi+(ali)+k
qiuk	q+(i)+uk
itiruq	i+(ti)+r+uq
hanaqittiaqtauyukhakkut	ha+na+(q)+ittia+qtau+yukh+ak+kut
ilauhimaanginaqpakhimayuq	il+au+(himaangin)+aq+p+akhima+yuq
pidjutigiyaqut	p+idjut+(igiyaq)+ut
minihitaq	mi+ni+(hi)+taq
ayuittullu	ayu+i+(t)+t+ullu
naluujaqtuq	na+(lu)+uja+qtuq
hunamun	hu+na+(m)+un
havagviata	hav+a+gv+(i)+at+a
pinahuaqtangit	pinahu+a+(qta)+ngit
tamuajuq	ta+(mua)+j+uq
hitujuq	hit+(u)+j+uq
ihumaliuqtuq	i+hum+(ali)+u+qtuq
nakin	na+(ki)+n
aappakhaq	a+(appa)+khaq
atqut	at+(q)+ut
ministauplunilu	m+inista+(uplu)+nilu
ilutujuq	ilu+(tu)+j+uq
itput	(itp)+ut
naunaikpakhutiklu	naun+ai+(kpak)+hu+tik+lu
igluliqiji	i+(glu)+liq+iji
hauvut	ha+(uv)+ut
aqumuktuq	(aqumu)+kt+uq
kamiktuq	ka+(mi)+kt+uq
hilataani	hila+(ta)+ani
kapurauti	ka+pu+(ra)+uti
titigaita	tit+(iga)+ita
inungnut	inu+(ng)+nut
irmiun	(irmi)+un
ikayuqtikhatlu	ik+ayu+(qti)+khat+lu
ihivriuqtiuyunik	ihivr+i+(uqti)+uyu+nik
nuutaani	(nu)+u+taa+ni
mikhijuq	(mi)+khi+juq
ihumagiplugit	i+hum+(ag)+iplu+git
naujaq	(na)+uja+q
havalik	hav+a+(li)+k
aniqtak	an+(iqta)+k
ilihaqtaunighakkullu	ili+ha+(qtau)+ni+g+hak+k+ullu
nunami	nuna+(mi)
imnaq	im+(na)+q
paatuliiq	pa+(atuli)+iq
hiquqtuq	hi+(q)+u+qtuq
hivajaqtaaqtuq	hiv+aj+(aqta)+a+qtuq
ikpakhaq	ikp+(akha)+q
inukhiarijaa	inu+(khia)+rijaa
kukukuulaq	(kukukuul)+aq
qimuktuq	qi+(mu)+kt+uq
titiraujaqtuq	titir+a+(uj)+a+qtuq
tunihimaaqhutik	tu+ni+(hima)+aqhu+tik
uiniq	(u)+in+iq
ttitirarvikhaq	(ttiti)+r+ar+vikhaq
havangtinnata	hav+ang+(tinna)+ta
aulaarnahuaqtailutin	aula+a+(rna)+huaq+tai+lutin
kataktaa	ka+(ta)+kt+a+a
tukhirutini	t+uk+(hir)+uti+ni
uqpik	(uqp)+ik
ilihaidjutit	ili+ha+(idj)+uti+t
titrauti	tit+(ra)+uti
hiurjuuti	hiurju+(u)+ti
pipkainikkut	pi+(pka)+inikk+ut
talimangani	ta+(lima)+ng+a+ni
ikayungniaqhugitlu	ik+ayu+(ngni)+aqhu+git+lu
kanatamlu	ka+na+(tam)+lu
maktaq	ma+(kt)+aq
atauhiinnaq	at+a+(uhi)+in+naq
aulapkaiviknik	aula+pka+(ivi)+k+nik
havakhimaaqpaktun	hav+a+(khimaaqpa)+kt+un
kuvjaqhuqtuq	ku+vj+(aqhu)+qtuq
itqiq	i+(tqi)+q
ingniquhiqiji	ing+niq+(uhiq)+ij+i
tatqiqhiuti	tat+q+iqhi+(uti)
qin’raun	qi+(n’ra)+un
aullaqtinnahi	a+ull+aq+(tinna)+hi
palviittuq	pa+lvi+(i)+tt+uq
utaqqijaa	utaqq+(i)+jaa
tunujaq	tu+n+(uj)+aq
munagihimayut	mu+na+(gi)+hima+yut
qanuq	qan+(u)+q
huli	hu+(li)
ukiijuq	uk+i+(i)+j+uq
aijaa	a+(i)+jaa
quana	qu+(ana)
apqut	ap+qu+(t)
imiqtauti	(imiqta)+uti
unuqtuq	(unu)+qtuq
nakuungitut	nakuu+(ngi)+tut
aphaqpallaijuq	ap+ha+qpa+(lla)+i+j+uq
nutaqqijaa	n+utaqq+(i)+jaa
pijumajaa	p+ij+u+(ma)+jaa
kuvjaqtaa	ku+vj+(a)+qtaa
nujaiqtuq	nu+(ja)+i+qtuq
aituqtauvakhimayuq	(aituqtau)+v+akhima+yuq
piksaliut	pi+(ksaliu)+t
aqiarurliuqtuq	a+qi+aru+(rli)+u+qtuq
qauqtaq	qa+(uq)+taq
hivajaqtuq	hiv+aj+(a)+qtuq
arnauniriik	arna+(uniri)+ik
tiiliuqtuq	ti+(ili)+u+qtuq
nikhaaktuq	ni+(khaa)+kt+uq
tallak	(ta)+llak
tikinnanuk	t+iki+(nna)+nuk
ulujjak	u+lu+(jja)+k
nigaqtuq	ni+g+(a)+qtuq
maliqatqujauhimajunut	mal+iq+atquja+u+(hima)+ju+nut
qitun’raq	qi+(tun’)+raq
ukiuqtuq	uk+i+(u)+qtuq
qaritauyakkurutani	qa+ritauya+(kkurut)+ani
aulattijuq	aula+(tti)+j+uq
puujjuktuq	pu+u+(jju)+kt+uq
ihuaqtumik	i+hu+(aqtu)+mik
upluq	(uplu)+q
qalluraqtiuyunutlu	qa+ll+(ura)+qti+uyu+nut+lu
inikhaittuq	ini+(kha)+ittuq
uuktuuquyauyut	uuk+tu+(uqu)+y+auyut
havvariktuq	hav+var+(i)+kt+uq
hivunikhanilu	hivun+(ikha)+nilu
qiuvik	qi+(u)+vi+k
qaujihaiji	q+auj+i+ha+(iji)
upluriaq	(uplu)+riaq
pilihaarnirmin	pi+(lihaar)+nir+mi+n
havakhimaaqtunik	hav+a+(k)+hima+aqtu+nik
atuqhutik	a+(tuq)+hu+tik
naittuq	na+(i)+tt+uq
nalrujuq	na+(lru)+j+uq
niruaqtauvakhimayuq	ni+r+(uaqtau)+v+akhima+yuq
tulagvik	tu+(la)+gv+ik
iqaluk	iq+a+lu+(k)
ikkitautikhaq	ikk+(ita)+utikh+aq
apijuq	a+(p)+i+j+uq
hulitjutikhanik	huli+(tj)+utikh+a+nik
katuun	ka+(tu)+un
spot	(spot)
taimaniraaluk	ta+(imaniraa)+lu+k
uvajurmik	uva+(jurmi)+k
piyumayut	pi+(yuma)+yut
aliagiyatka	al+i+(agiya)+tk+a
ilitugipkaiyaangat	ili+tug+ip+k+(ai)+yaang+at
im’run	(im’r)+un
pinahuarutait	pi+nahu+ar+u+(ta)+it
aluktuqtuq	a+lu+(ktu)+qtuq
timi	ti+(mi)
ungalliq	ung+a+(lli)+q
kingulirni	king+ul+(ir)+ni
imiqtaa	(imi)+qtaa
katuut	ka+(tu)+ut
uqarvigijaa	uqa+(rvi)+gijaa
akilliq	aki+(lli)+q
tuniyauhimayut	tu+ni+(yau)+hima+yut
qakuqtaq	qa+ku+(q)+taq
havagvianun	hav+a+gv+(i)+anu+n
higaakuvik	hig+aa+(ku)+vi+k
ihivjuktuq	(ihivju)+kt+uq
iqqakuuq	iqqaku+u+(q)
kigiqtuq	ki+(gi)+qtuq
kii	ki+(i)
paanruliaq	pa+(anruli)+aq
nalvaalairamik	(nalva)+al+aira+mik
qilirniq	q+ili+rn+(i)+q
nunatsiarmi	nuna+(tsi)+armi
akukittuq	ak+u+(k)+ittuq
aulajjut	aula+(jju)+t
atuqpallaarnainnikkut	at+u+(qpallaarnain)+nik+kut
tuniutiyaangat	tu+ni+(uti)+yaang+at
angiglipkarlutik	angi+(gli)+pkar+lutik
hila	hi+(la)
hivulliq	hivul+li+(q)
iigijuq	i+(igi)+j+uq
tamainnik	ta+(ma)+in+nik
aajjikkutavjaini	aajj+ikk+uta+(vja)+i+ni
hitaakiq	hita+aki+(q)
ihiqigaji	ihi+qi+(ga)+ji
nipaluk	n+ip+(a)+lu+k
taliqpimni	t+al+(iqpi)+mn+i
aappak	a+(appa)+k
kapihilik	ka+(pihi)+lik
http	h+(ttp)
aviktuqhimayuni	av+ikt+u+(q)+himayun+i
atuqlunilu	at+u+(q)+lu+nilu
nauna	naun+(a)
uilgarniq	u+(ilga)+r+niq
nukaq	nu+(k)+aq
aannaktuliqiyikullu	a+an+n+(aktu)+liq+iyik+ullu
upalungaiyautitlu	u+pa+(lungaiya)+utit+lu
aulapkainikkut	aula+pka+(i)+nik+kut
ikualaaqtuliqinirmut	iku+al+a+(aqtu)+liq+inir+mut
niruangmata	ni+ru+a+(ngma)+ta
ata	a+(ta)
ikayuutikhanik	ik+ayu+(utikha)+nik
auladjutitik	aula+dj+ut+(i)+tik
iluvrit	ilu+v+(ri)+t
kivgaqtui	kivgaq+tu+(i)
kapukhilimaittuq	ka+pu+(khi)+lima+ittuq
apurvikhaqhiuqtuq	apur+v+(ikhaqhi)+u+qtuq
aputi	ap+(uti)
aanniaqtuq	a+an+n+(i)+a+qtuq
ulapkipkaidjutinik	ul+ap+ki+pka+(idj)+uti+nik
makpigaliugaqnut	makp+(igaliu)+gaq+nut
nilfa	ni+(lfa)
pivikhaqautitkut	pi+(vikhaqauti)+tkut
ukharjuk	u+(kh)+ar+ju+k
nanminikkut	na+nmin+(i)+kkut
naunaitkuhiqtaa	na+una+it+(kuhi)+qtaa
qaritauyamilu	qa+ritauya+(milu)
amgiaqhuutiqaqqan	amgiaq+hu+(utiqaq)+qa+n
aqilgivik	aqil+(gi)+vi+k
kuhiqtaqtuq	ku+(hiqt)+a+qtuq
aqiaruijaqtaa	a+qi+aru+(ija)+qtaa
kivgaqtuidjutikhanut	kivgaq+tu+(idjut)+ik+ha+nut
ikuhingmingaaqtuq	iku+(hingminga)+a+qtuq
qugluktuq	qu+(glu)+kt+uq
tiritquq	tiri+(tqu)+q
miqhuqtaa	mi+(qhu)+qtaa
talukujaaq	ta+lu+(kuja)+aq
anaq	a+(na)+q
laisikhainnik	lais+(ikha)+in+nik
nuutaanguqtiqhugit	nu+uta+ang+(uqtiq)+hu+git
hatqummiqhijuq	ha+tqu+mmi+(qhi)+j+uq
aalliak	aall+(i)+ak
nirritit	ni+(rriti)+t
aulatjutitit	aula+t+j+ut+(iti)+t
